Station #,TSN,"Station Name",Central,Town Hall,Wynyard,Circular Quay,St James,Museum,Martin Place,Kings Cross,Edgecliff,Bondi Junction,Redfern,Macdonaldtown,Newtown,Stanmore,Petersham,Lewisham,Summer Hill,Ashfield,Croydon,Burwood,Strathfield,Homebush,Flemington,Olympic Park,Lidcombe,Berala,Regents Park,Sefton,Chester Hill,Leightonfield,Villawood,Carramar,Cabramatta,Warwick Farm,Liverpool,Casula,Glenfield,Macquarie Fields,Ingleburn,Minto,Leumeah,Campbelltown,Macarthur,Merrylands,Guildford,Yennora,Fairfield,Canley Vale,Erskineville,St Peters,Sydenham,Tempe,Arncliffe,Banksia,Rockdale,Kogarah,Carlton,Allawah,Hurstville,Penshurst,Mortdale,Oatley,Como,Jannali,Sutherland,Loftus,Engadine,Heathcote,Waterfall,Helensburgh,Otford,Kirrawee,Gymea,Miranda,Caringbah,Woolooware,Cronulla,Marrickville,Dulwich Hill,Hurlstone Park,Canterbury,Campsie,Belmore,Lakemba,Wiley Park,Punchbowl,Bankstown,Yagoona,Birrong,Turrella,Bardwell Park,Bexley North,Kingsgrove,Beverly Hills,Narwee,Riverwood,Padstow,Revesby,Panania,East Hills,Holsworthy,Auburn,Clyde,Granville,Harris Park,Parramatta,Westmead,Wentworthville,Pendle Hill,Toongabbie,Seven Hills,Blacktown,Doonside,Rooty Hill,Mount Druitt,St Marys,Werrington,Kingswood,Penrith,Emu Plains,Marayong,Quakers Hill,Schofields,Riverstone,Vineyard,Mulgrave,Windsor,Clarendon,East Richmond,Richmond,North Strathfield,Concord West,Rhodes,Meadowbank,West Ryde,Denistone,Eastwood,Epping,Cheltenham,Beecroft,Pennant Hills,Thornleigh,Normanhurst,Milsons Point,North Sydney,Waverton,Wollstonecraft,St Leonards,Artarmon,Chatswood,Roseville,Lindfield,Killara,Gordon,Pymble,Turramurra,Warrawee,Wahroonga,Waitara,Hornsby,Asquith,Mount Colah,Mount Kuring-gai,Berowra,Cowan,Menangle Park,Menangle,Douglas Park,Picton,Tahmoor,Bargo,Yerrinbool,Mittagong,Bowral,Burradoo,Moss Vale,Thirlmere,Couridjah,Buxton,Balmoral,Hill Top,Colo Vale,Exeter,Bundanoon,Penrose,Wingello,Tallong,Marulan,Goulburn,Stanwell Park,Coalcliff,Scarborough,Wombarra,Coledale,Austinmer,Thirroul,Bulli,Woonona,Bellambi,Corrimal,Towradgi,Fairy Meadow,North Wollongong,Wollongong,Coniston,Unanderra,Kembla Grange,Dapto,Albion Park,Oak Flats,Shellharbour Junction,Minnamurra,Bombo,Kiama,Gerringong,Berry,Bomaderry (Nowra),Lysaghts,Cringila,Port Kembla North,Port Kembla,Robertson,Lapstone,Glenbrook,Blaxland,Warrimoo,Valley Heights,Springwood,Faulconbridge,Linden,Woodford,Hazelbrook,Lawson,Bullaburra,Wentworth Falls,Leura,Katoomba,Medlow Bath,Blackheath,Mount Victoria,Bell,Zig Zag,Lithgow,Warabrook (University),Hawkesbury River,Wondabyne,Woy Woy,Koolewong,Tascott,Point Clare,Gosford,Narara,Niagara Park,Lisarow,Ourimbah,Tuggerah,Wyong,Warnervale,Wyee,Morisset,Dora Creek,Awaba,Fassifern,Booragul,Teralba,Cockle Creek,Cardiff,Kotara,Adamstown,Broadmeadow,Hamilton,Newcastle Interchange,Waratah,Sandgate,Hexham,Tarro,Beresfield,Thornton,Victoria Street,East Maitland,High Street,Maitland,Telarah,Mindaribba,Paterson,Martins Creek,Hilldale,Wallarobba,Wirragulla,Dungog,Lochinvar,Greta,Branxton,Singleton,Muswellbrook,Aberdeen,Scone,Metford,Green Square,Mascot,Domestic,International,Wolli Creek,Tallawong,Rouse Hill,Kellyville,Bella Vista,Norwest,Hills Showground,Castle Hill,Cherrybrook,Rydal,Tarana,Wallerawang,Mount Lambie,Meadow Flat,Yetholme,Raglan,Kelso,Bathurst Station,North Ryde,Macquarie Park,Macquarie University,Edmondson Park,Leppington,,
293,225070,Lisarow,80.32,80.32,77.11,80.32,80.32,80.32,80.32,80.32,81.74,83.72,81.63,82.82,83.44,83.06,82.24,81.47,80.68,79.33,78.29,77.11,76.00,77.01,78.59,80.99,80.85,82.62,84.15,85.45,86.58,87.93,88.75,90.17,92.72,94.81,96.36,99.54,102.59,104.54,106.37,110.42,113.29,115.37,115.37,87.77,89.98,91.71,93.24,93.75,83.22,84.14,85.65,87.16,88.75,89.92,90.74,91.93,93.05,94.00,95.13,96.43,97.36,98.59,100.68,103.03,105.04,106.59,111.04,113.45,119.06,126.71,132.97,106.94,108.24,109.81,111.82,113.91,115.12,86.90,88.19,89.11,90.48,92.01,93.58,93.25,92.38,91.27,89.02,87.17,85.62,88.95,90.42,91.69,92.95,94.97,96.11,97.82,99.65,101.28,102.87,104.34,107.16,82.92,84.91,85.65,86.81,87.47,89.38,90.99,92.53,94.20,96.36,99.07,102.82,105.21,108.17,111.75,113.42,116.94,119.37,121.74,101.65,104.36,107.67,110.22,113.60,116.86,119.25,121.54,124.94,124.94,74.33,73.18,71.17,69.54,68.54,67.57,66.31,64.41,62.34,60.83,59.16,58.32,55.99,74.72,74.01,73.01,71.98,70.73,68.82,67.47,65.84,64.54,63.25,62.02,60.25,58.32,57.25,56.37,54.94,53.87,52.02,50.05,47.05,43.07,38.93,123.55,126.03,134.02,145.94,155.27,164.27,177.27,193.27,197.27,200.27,207.27,153.27,157.27,160.27,166.27,173.27,179.27,217.27,223.27,232.27,238.27,246.27,254.27,286.27,136.27,139.56,142.84,144.61,146.54,148.90,150.55,152.46,154.25,155.84,157.31,158.35,159.70,161.63,163.24,164.43,168.63,171.91,175.39,183.64,185.51,190.98,193.72,197.86,199.49,208.85,221.16,233.69,166.58,167.83,169.22,170.60,208.32,127.88,131.36,135.75,138.56,141.68,143.97,147.23,151.07,154.59,157.71,160.29,161.96,166.89,171.86,174.19,180.10,184.95,191.01,201.41,214.95,220.05,80.87,30.36,22.57,15.13,12.90,10.82,9.68,6.82,3.14,1.53, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,225810,Ourimbah,83.20,83.20,79.99,83.20,83.20,83.20,83.20,83.20,84.62,86.60,84.51,85.70,86.32,85.94,85.12,84.35,83.56,82.21,81.17,79.99,78.88,79.89,81.47,83.87,83.73,85.50,87.03,88.33,89.46,90.81,91.63,93.05,95.60,97.69,99.24,102.42,105.47,107.42,109.25,113.30,116.17,118.25,118.25,90.65,92.86,94.59,96.12,96.63,86.10,87.02,88.53,90.04,91.63,92.80,93.62,94.81,95.93,96.88,98.01,99.31,100.24,101.47,103.56,105.91,107.92,109.47,113.92,116.33,121.94,129.59,135.85,109.82,111.12,112.69,114.70,116.79,118.00,89.78,91.07,91.99,93.36,94.89,96.46,96.13,95.26,94.15,91.90,90.05,88.50,91.83,93.30,94.57,95.83,97.85,98.99,100.70,102.53,104.16,105.75,107.22,110.04,85.80,87.79,88.53,89.69,90.35,92.26,93.87,95.41,97.08,99.24,101.95,105.70,108.09,111.05,114.63,116.30,119.82,122.25,124.62,104.53,107.24,110.55,113.10,116.48,119.74,122.13,124.42,127.82,127.82,77.21,76.06,74.05,72.42,71.42,70.45,69.19,67.29,65.22,63.71,62.04,61.20,58.87,77.60,76.89,75.89,74.86,73.61,71.70,70.35,68.72,67.42,66.13,64.90,63.13,61.20,60.13,59.25,57.82,56.75,54.90,52.93,49.93,45.95,41.81,126.43,128.91,136.90,148.82,158.15,167.15,180.15,196.15,200.15,203.15,210.15,156.15,160.15,163.15,169.15,176.15,182.15,220.15,226.15,235.15,241.15,249.15,257.15,289.15,139.15,142.44,145.72,147.49,149.42,151.78,153.43,155.34,157.13,158.72,160.19,161.23,162.58,164.51,166.12,167.31,171.51,174.79,178.27,186.52,188.39,193.86,196.60,200.74,202.37,211.73,224.04,236.57,169.46,170.71,172.10,173.48,211.20,130.76,134.24,138.63,141.44,144.56,146.85,150.11,153.95,157.47,160.59,163.17,164.84,169.77,174.74,177.07,182.98,187.83,193.89,204.29,217.83,222.93,77.99,33.24,25.45,18.01,15.78,13.70,12.56,9.70,6.02,4.41,2.88, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,225910,Tuggerah,91.12,91.12,87.91,91.12,91.12,91.12,91.12,91.12,92.54,94.52,92.43,93.62,94.24,93.86,93.04,92.27,91.48,90.13,89.09,87.91,86.80,87.81,89.39,91.79,91.65,93.42,94.95,96.25,97.38,98.73,99.55,100.97,103.52,105.61,107.16,110.34,113.39,115.34,117.17,121.22,124.09,126.17,126.17,98.57,100.78,102.51,104.04,104.55,94.02,94.94,96.45,97.96,99.55,100.72,101.54,102.73,103.85,104.80,105.93,107.23,108.16,109.39,111.48,113.83,115.84,117.39,121.84,124.25,129.86,137.51,143.77,117.74,119.04,120.61,122.62,124.71,125.92,97.70,98.99,99.91,101.28,102.81,104.38,104.05,103.18,102.07,99.82,97.97,96.42,99.75,101.22,102.49,103.75,105.77,106.91,108.62,110.45,112.08,113.67,115.14,117.96,93.72,95.71,96.45,97.61,98.27,100.18,101.79,103.33,105.00,107.16,109.87,113.62,116.01,118.97,122.55,124.22,127.74,130.17,132.54,112.45,115.16,118.47,121.02,124.40,127.66,130.05,132.34,135.74,135.74,85.13,83.98,81.97,80.34,79.34,78.37,77.11,75.21,73.14,71.63,69.96,69.12,66.79,85.52,84.81,83.81,82.78,81.53,79.62,78.27,76.64,75.34,74.05,72.82,71.05,69.12,68.05,67.17,65.74,64.67,62.82,60.85,57.85,53.87,49.73,134.35,136.83,144.82,156.74,166.07,175.07,188.07,204.07,208.07,211.07,218.07,164.07,168.07,171.07,177.07,184.07,190.07,228.07,234.07,243.07,249.07,257.07,265.07,297.07,147.07,150.36,153.64,155.41,157.34,159.70,161.35,163.26,165.05,166.64,168.11,169.15,170.50,172.43,174.04,175.23,179.43,182.71,186.19,194.44,196.31,201.78,204.52,208.66,210.29,219.65,231.96,244.49,177.38,178.63,180.02,181.40,219.12,138.68,142.16,146.55,149.36,152.48,154.77,158.03,161.87,165.39,168.51,171.09,172.76,177.69,182.66,184.99,190.90,195.75,201.81,212.21,225.75,230.85,70.07,41.16,33.37,25.93,23.70,21.62,20.48,17.62,13.94,12.33,10.80,7.92, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,225920,Wyong,93.64,93.64,90.43,93.64,93.64,93.64,93.64,93.64,95.06,97.04,94.95,96.14,96.76,96.38,95.56,94.79,94.00,92.65,91.61,90.43,89.32,90.33,91.91,94.31,94.17,95.94,97.47,98.77,99.90,101.25,102.07,103.49,106.04,108.13,109.68,112.86,115.91,117.86,119.69,123.74,126.61,128.69,128.69,101.09,103.30,105.03,106.56,107.07,96.54,97.46,98.97,100.48,102.07,103.24,104.06,105.25,106.37,107.32,108.45,109.75,110.68,111.91,114.00,116.35,118.36,119.91,124.36,126.77,132.38,140.03,146.29,120.26,121.56,123.13,125.14,127.23,128.44,100.22,101.51,102.43,103.80,105.33,106.90,106.57,105.70,104.59,102.34,100.49,98.94,102.27,103.74,105.01,106.27,108.29,109.43,111.14,112.97,114.60,116.19,117.66,120.48,96.24,98.23,98.97,100.13,100.79,102.70,104.31,105.85,107.52,109.68,112.39,116.14,118.53,121.49,125.07,126.74,130.26,132.69,135.06,114.97,117.68,120.99,123.54,126.92,130.18,132.57,134.86,138.26,138.26,87.65,86.50,84.49,82.86,81.86,80.89,79.63,77.73,75.66,74.15,72.48,71.64,69.31,88.04,87.33,86.33,85.30,84.05,82.14,80.79,79.16,77.86,76.57,75.34,73.57,71.64,70.57,69.69,68.26,67.19,65.34,63.37,60.37,56.39,52.25,136.87,139.35,147.34,159.26,168.59,177.59,190.59,206.59,210.59,213.59,220.59,166.59,170.59,173.59,179.59,186.59,192.59,230.59,236.59,245.59,251.59,259.59,267.59,299.59,149.59,152.88,156.16,157.93,159.86,162.22,163.87,165.78,167.57,169.16,170.63,171.67,173.02,174.95,176.56,177.75,181.95,185.23,188.71,196.96,198.83,204.30,207.04,211.18,212.81,222.17,234.48,247.01,179.90,181.15,182.54,183.92,221.64,141.20,144.68,149.07,151.88,155.00,157.29,160.55,164.39,167.91,171.03,173.61,175.28,180.21,185.18,187.51,193.42,198.27,204.33,214.73,228.27,233.37,67.55,43.68,35.89,28.45,26.22,24.14,23.00,20.14,16.46,14.85,13.32,10.44,2.52, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,225930,Warnervale,98.49,98.49,95.28,98.49,98.49,98.49,98.49,98.49,99.91,101.89,99.80,100.99,101.61,101.23,100.41,99.64,98.85,97.50,96.46,95.28,94.17,95.18,96.76,99.16,99.02,100.79,102.32,103.62,104.75,106.10,106.92,108.34,110.89,112.98,114.53,117.71,120.76,122.71,124.54,128.59,131.46,133.54,133.54,105.94,108.15,109.88,111.41,111.92,101.39,102.31,103.82,105.33,106.92,108.09,108.91,110.10,111.22,112.17,113.30,114.60,115.53,116.76,118.85,121.20,123.21,124.76,129.21,131.62,137.23,144.88,151.14,125.11,126.41,127.98,129.99,132.08,133.29,105.07,106.36,107.28,108.65,110.18,111.75,111.42,110.55,109.44,107.19,105.34,103.79,107.12,108.59,109.86,111.12,113.14,114.28,115.99,117.82,119.45,121.04,122.51,125.33,101.09,103.08,103.82,104.98,105.64,107.55,109.16,110.70,112.37,114.53,117.24,120.99,123.38,126.34,129.92,131.59,135.11,137.54,139.91,119.82,122.53,125.84,128.39,131.77,135.03,137.42,139.71,143.11,143.11,92.50,91.35,89.34,87.71,86.71,85.74,84.48,82.58,80.51,79.00,77.33,76.49,74.16,92.89,92.18,91.18,90.15,88.90,86.99,85.64,84.01,82.71,81.42,80.19,78.42,76.49,75.42,74.54,73.11,72.04,70.19,68.22,65.22,61.24,57.10,141.72,144.20,152.19,164.11,173.44,182.44,195.44,211.44,215.44,218.44,225.44,171.44,175.44,178.44,184.44,191.44,197.44,235.44,241.44,250.44,256.44,264.44,272.44,304.44,154.44,157.73,161.01,162.78,164.71,167.07,168.72,170.63,172.42,174.01,175.48,176.52,177.87,179.80,181.41,182.60,186.80,190.08,193.56,201.81,203.68,209.15,211.89,216.03,217.66,227.02,239.33,251.86,184.75,186.00,187.39,188.77,226.49,146.05,149.53,153.92,156.73,159.85,162.14,165.40,169.24,172.76,175.88,178.46,180.13,185.06,190.03,192.36,198.27,203.12,209.18,219.58,233.12,238.22,62.70,48.53,40.74,33.30,31.07,28.99,27.85,24.99,21.31,19.70,18.17,15.29,7.37,4.85, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,225940,Wyee,107.46,107.46,104.25,107.46,107.46,107.46,107.46,107.46,108.88,110.86,108.77,109.96,110.58,110.20,109.38,108.61,107.82,106.47,105.43,104.25,103.14,104.15,105.73,108.13,107.99,109.76,111.29,112.59,113.72,115.07,115.89,117.31,119.86,121.95,123.50,126.68,129.73,131.68,133.51,137.56,140.43,142.51,142.51,114.91,117.12,118.85,120.38,120.89,110.36,111.28,112.79,114.30,115.89,117.06,117.88,119.07,120.19,121.14,122.27,123.57,124.50,125.73,127.82,130.17,132.18,133.73,138.18,140.59,146.20,153.85,160.11,134.08,135.38,136.95,138.96,141.05,142.26,114.04,115.33,116.25,117.62,119.15,120.72,120.39,119.52,118.41,116.16,114.31,112.76,116.09,117.56,118.83,120.09,122.11,123.25,124.96,126.79,128.42,130.01,131.48,134.30,110.06,112.05,112.79,113.95,114.61,116.52,118.13,119.67,121.34,123.50,126.21,129.96,132.35,135.31,138.89,140.56,144.08,146.51,148.88,128.79,131.50,134.81,137.36,140.74,144.00,146.39,148.68,152.08,152.08,101.47,100.32,98.31,96.68,95.68,94.71,93.45,91.55,89.48,87.97,86.30,85.46,83.13,101.86,101.15,100.15,99.12,97.87,95.96,94.61,92.98,91.68,90.39,89.16,87.39,85.46,84.39,83.51,82.08,81.01,79.16,77.19,74.19,70.21,66.07,150.69,153.17,161.16,173.08,182.41,191.41,204.41,220.41,224.41,227.41,234.41,180.41,184.41,187.41,193.41,200.41,206.41,244.41,250.41,259.41,265.41,273.41,281.41,313.41,163.41,166.70,169.98,171.75,173.68,176.04,177.69,179.60,181.39,182.98,184.45,185.49,186.84,188.77,190.38,191.57,195.77,199.05,202.53,210.78,212.65,218.12,220.86,225.00,226.63,235.99,248.30,260.83,193.72,194.97,196.36,197.74,235.46,155.02,158.50,162.89,165.70,168.82,171.11,174.37,178.21,181.73,184.85,187.43,189.10,194.03,199.00,201.33,207.24,212.09,218.15,228.55,242.09,247.19,53.73,57.50,49.71,42.27,40.04,37.96,36.82,33.96,30.28,28.67,27.14,24.26,16.34,13.82,8.97, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,226410,Morisset,116.01,116.01,112.80,116.01,116.01,116.01,116.01,116.01,117.43,119.41,117.32,118.51,119.13,118.75,117.93,117.16,116.37,115.02,113.98,112.80,111.69,112.70,114.28,116.68,116.54,118.31,119.84,121.14,122.27,123.62,124.44,125.86,128.41,130.50,132.05,135.23,138.28,140.23,142.06,146.11,148.98,151.06,151.06,123.46,125.67,127.40,128.93,129.44,118.91,119.83,121.34,122.85,124.44,125.61,126.43,127.62,128.74,129.69,130.82,132.12,133.05,134.28,136.37,138.72,140.73,142.28,146.73,149.14,154.75,162.40,168.66,142.63,143.93,145.50,147.51,149.60,150.81,122.59,123.88,124.80,126.17,127.70,129.27,128.94,128.07,126.96,124.71,122.86,121.31,124.64,126.11,127.38,128.64,130.66,131.80,133.51,135.34,136.97,138.56,140.03,142.85,118.61,120.60,121.34,122.50,123.16,125.07,126.68,128.22,129.89,132.05,134.76,138.51,140.90,143.86,147.44,149.11,152.63,155.06,157.43,137.34,140.05,143.36,145.91,149.29,152.55,154.94,157.23,160.63,160.63,110.02,108.87,106.86,105.23,104.23,103.26,102.00,100.10,98.03,96.52,94.85,94.01,91.68,110.41,109.70,108.70,107.67,106.42,104.51,103.16,101.53,100.23,98.94,97.71,95.94,94.01,92.94,92.06,90.63,89.56,87.71,85.74,82.74,78.76,74.62,159.24,161.72,169.71,181.63,190.96,199.96,212.96,228.96,232.96,235.96,242.96,188.96,192.96,195.96,201.96,208.96,214.96,252.96,258.96,267.96,273.96,281.96,289.96,321.96,171.96,175.25,178.53,180.30,182.23,184.59,186.24,188.15,189.94,191.53,193.00,194.04,195.39,197.32,198.93,200.12,204.32,207.60,211.08,219.33,221.20,226.67,229.41,233.55,235.18,244.54,256.85,269.38,202.27,203.52,204.91,206.29,244.01,163.57,167.05,171.44,174.25,177.37,179.66,182.92,186.76,190.28,193.40,195.98,197.65,202.58,207.55,209.88,215.79,220.64,226.70,237.10,250.64,255.74,45.18,66.05,58.26,50.82,48.59,46.51,45.37,42.51,38.83,37.22,35.69,32.81,24.89,22.37,17.52,8.55, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,226420,Dora Creek,119.79,119.79,116.58,119.79,119.79,119.79,119.79,119.79,121.21,123.19,121.10,122.29,122.91,122.53,121.71,120.94,120.15,118.80,117.76,116.58,115.47,116.48,118.06,120.46,120.32,122.09,123.62,124.92,126.05,127.40,128.22,129.64,132.19,134.28,135.83,139.01,142.06,144.01,145.84,149.89,152.76,154.84,154.84,127.24,129.45,131.18,132.71,133.22,122.69,123.61,125.12,126.63,128.22,129.39,130.21,131.40,132.52,133.47,134.60,135.90,136.83,138.06,140.15,142.50,144.51,146.06,150.51,152.92,158.53,166.18,172.44,146.41,147.71,149.28,151.29,153.38,154.59,126.37,127.66,128.58,129.95,131.48,133.05,132.72,131.85,130.74,128.49,126.64,125.09,128.42,129.89,131.16,132.42,134.44,135.58,137.29,139.12,140.75,142.34,143.81,146.63,122.39,124.38,125.12,126.28,126.94,128.85,130.46,132.00,133.67,135.83,138.54,142.29,144.68,147.64,151.22,152.89,156.41,158.84,161.21,141.12,143.83,147.14,149.69,153.07,156.33,158.72,161.01,164.41,164.41,113.80,112.65,110.64,109.01,108.01,107.04,105.78,103.88,101.81,100.30,98.63,97.79,95.46,114.19,113.48,112.48,111.45,110.20,108.29,106.94,105.31,104.01,102.72,101.49,99.72,97.79,96.72,95.84,94.41,93.34,91.49,89.52,86.52,82.54,78.40,163.02,165.50,173.49,185.41,194.74,203.74,216.74,232.74,236.74,239.74,246.74,192.74,196.74,199.74,205.74,212.74,218.74,256.74,262.74,271.74,277.74,285.74,293.74,325.74,175.74,179.03,182.31,184.08,186.01,188.37,190.02,191.93,193.72,195.31,196.78,197.82,199.17,201.10,202.71,203.90,208.10,211.38,214.86,223.11,224.98,230.45,233.19,237.33,238.96,248.32,260.63,273.16,206.05,207.30,208.69,210.07,247.79,167.35,170.83,175.22,178.03,181.15,183.44,186.70,190.54,194.06,197.18,199.76,201.43,206.36,211.33,213.66,219.57,224.42,230.48,240.88,254.42,259.52,41.40,69.83,62.04,54.60,52.37,50.29,49.15,46.29,42.61,41.00,39.47,36.59,28.67,26.15,21.30,12.33,3.78, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,228310,Awaba,129.89,129.89,126.68,129.89,129.89,129.89,129.89,129.89,131.31,133.29,131.20,132.39,133.01,132.63,131.81,131.04,130.25,128.90,127.86,126.68,125.57,126.58,128.16,130.56,130.42,132.19,133.72,135.02,136.15,137.50,138.32,139.74,142.29,144.38,145.93,149.11,152.16,154.11,155.94,159.99,162.86,164.94,164.94,137.34,139.55,141.28,142.81,143.32,132.79,133.71,135.22,136.73,138.32,139.49,140.31,141.50,142.62,143.57,144.70,146.00,146.93,148.16,150.25,152.60,154.61,156.16,160.61,163.02,168.63,176.28,182.54,156.51,157.81,159.38,161.39,163.48,164.69,136.47,137.76,138.68,140.05,141.58,143.15,142.82,141.95,140.84,138.59,136.74,135.19,138.52,139.99,141.26,142.52,144.54,145.68,147.39,149.22,150.85,152.44,153.91,156.73,132.49,134.48,135.22,136.38,137.04,138.95,140.56,142.10,143.77,145.93,148.64,152.39,154.78,157.74,161.32,162.99,166.51,168.94,171.31,151.22,153.93,157.24,159.79,163.17,166.43,168.82,171.11,174.51,174.51,123.90,122.75,120.74,119.11,118.11,117.14,115.88,113.98,111.91,110.40,108.73,107.89,105.56,124.29,123.58,122.58,121.55,120.30,118.39,117.04,115.41,114.11,112.82,111.59,109.82,107.89,106.82,105.94,104.51,103.44,101.59,99.62,96.62,92.64,88.50,173.12,175.60,183.59,195.51,204.84,213.84,226.84,242.84,246.84,249.84,256.84,202.84,206.84,209.84,215.84,222.84,228.84,266.84,272.84,281.84,287.84,295.84,303.84,335.84,185.84,189.13,192.41,194.18,196.11,198.47,200.12,202.03,203.82,205.41,206.88,207.92,209.27,211.20,212.81,214.00,218.20,221.48,224.96,233.21,235.08,240.55,243.29,247.43,249.06,258.42,270.73,283.26,216.15,217.40,218.79,220.17,257.89,177.45,180.93,185.32,188.13,191.25,193.54,196.80,200.64,204.16,207.28,209.86,211.53,216.46,221.43,223.76,229.67,234.52,240.58,250.98,264.52,269.62,31.30,79.93,72.14,64.70,62.47,60.39,59.25,56.39,52.71,51.10,49.57,46.69,38.77,36.25,31.40,22.43,13.88,10.10, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,228330,Fassifern,134.92,134.92,131.71,134.92,134.92,134.92,134.92,134.92,136.34,138.32,136.23,137.42,138.04,137.66,136.84,136.07,135.28,133.93,132.89,131.71,130.60,131.61,133.19,135.59,135.45,137.22,138.75,140.05,141.18,142.53,143.35,144.77,147.32,149.41,150.96,154.14,157.19,159.14,160.97,165.02,167.89,169.97,169.97,142.37,144.58,146.31,147.84,148.35,137.82,138.74,140.25,141.76,143.35,144.52,145.34,146.53,147.65,148.60,149.73,151.03,151.96,153.19,155.28,157.63,159.64,161.19,165.64,168.05,173.66,181.31,187.57,161.54,162.84,164.41,166.42,168.51,169.72,141.50,142.79,143.71,145.08,146.61,148.18,147.85,146.98,145.87,143.62,141.77,140.22,143.55,145.02,146.29,147.55,149.57,150.71,152.42,154.25,155.88,157.47,158.94,161.76,137.52,139.51,140.25,141.41,142.07,143.98,145.59,147.13,148.80,150.96,153.67,157.42,159.81,162.77,166.35,168.02,171.54,173.97,176.34,156.25,158.96,162.27,164.82,168.20,171.46,173.85,176.14,179.54,179.54,128.93,127.78,125.77,124.14,123.14,122.17,120.91,119.01,116.94,115.43,113.76,112.92,110.59,129.32,128.61,127.61,126.58,125.33,123.42,122.07,120.44,119.14,117.85,116.62,114.85,112.92,111.85,110.97,109.54,108.47,106.62,104.65,101.65,97.67,93.53,178.15,180.63,188.62,200.54,209.87,218.87,231.87,247.87,251.87,254.87,261.87,207.87,211.87,214.87,220.87,227.87,233.87,271.87,277.87,286.87,292.87,300.87,308.87,340.87,190.87,194.16,197.44,199.21,201.14,203.50,205.15,207.06,208.85,210.44,211.91,212.95,214.30,216.23,217.84,219.03,223.23,226.51,229.99,238.24,240.11,245.58,248.32,252.46,254.09,263.45,275.76,288.29,221.18,222.43,223.82,225.20,262.92,182.48,185.96,190.35,193.16,196.28,198.57,201.83,205.67,209.19,212.31,214.89,216.56,221.49,226.46,228.79,234.70,239.55,245.61,256.01,269.55,274.65,26.27,84.96,77.17,69.73,67.50,65.42,64.28,61.42,57.74,56.13,54.60,51.72,43.80,41.28,36.43,27.46,18.91,15.13,5.03, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
