Station #,TSN,"Station Name",Central,Town Hall,Wynyard,Circular Quay,St James,Museum,Martin Place,Kings Cross,Edgecliff,Bondi Junction,Redfern,Macdonaldtown,Newtown,Stanmore,Petersham,Lewisham,Summer Hill,Ashfield,Croydon,Burwood,Strathfield,Homebush,Flemington,Olympic Park,Lidcombe,Berala,Regents Park,Sefton,Chester Hill,Leightonfield,Villawood,Carramar,Cabramatta,Warwick Farm,Liverpool,Casula,Glenfield,Macquarie Fields,Ingleburn,Minto,Leumeah,Campbelltown,Macarthur,Merrylands,Guildford,Yennora,Fairfield,Canley Vale,Erskineville,St Peters,Sydenham,Tempe,Arncliffe,Banksia,Rockdale,Kogarah,Carlton,Allawah,Hurstville,Penshurst,Mortdale,Oatley,Como,Jannali,Sutherland,Loftus,Engadine,Heathcote,Waterfall,Helensburgh,Otford,Kirrawee,Gymea,Miranda,Caringbah,Woolooware,Cronulla,Marrickville,Dulwich Hill,Hurlstone Park,Canterbury,Campsie,Belmore,Lakemba,Wiley Park,Punchbowl,Bankstown,Yagoona,Birrong,Turrella,Bardwell Park,Bexley North,Kingsgrove,Beverly Hills,Narwee,Riverwood,Padstow,Revesby,Panania,East Hills,Holsworthy,Auburn,Clyde,Granville,Harris Park,Parramatta,Westmead,Wentworthville,Pendle Hill,Toongabbie,Seven Hills,Blacktown,Doonside,Rooty Hill,Mount Druitt,St Marys,Werrington,Kingswood,Penrith,Emu Plains,Marayong,Quakers Hill,Schofields,Riverstone,Vineyard,Mulgrave,Windsor,Clarendon,East Richmond,Richmond,North Strathfield,Concord West,Rhodes,Meadowbank,West Ryde,Denistone,Eastwood,Epping,Cheltenham,Beecroft,Pennant Hills,Thornleigh,Normanhurst,Milsons Point,North Sydney,Waverton,Wollstonecraft,St Leonards,Artarmon,Chatswood,Roseville,Lindfield,Killara,Gordon,Pymble,Turramurra,Warrawee,Wahroonga,Waitara,Hornsby,Asquith,Mount Colah,Mount Kuring-gai,Berowra,Cowan,Menangle Park,Menangle,Douglas Park,Picton,Tahmoor,Bargo,Yerrinbool,Mittagong,Bowral,Burradoo,Moss Vale,Thirlmere,Couridjah,Buxton,Balmoral,Hill Top,Colo Vale,Exeter,Bundanoon,Penrose,Wingello,Tallong,Marulan,Goulburn,Stanwell Park,Coalcliff,Scarborough,Wombarra,Coledale,Austinmer,Thirroul,Bulli,Woonona,Bellambi,Corrimal,Towradgi,Fairy Meadow,North Wollongong,Wollongong,Coniston,Unanderra,Kembla Grange,Dapto,Albion Park,Oak Flats,Shellharbour Junction,Minnamurra,Bombo,Kiama,Gerringong,Berry,Bomaderry (Nowra),Lysaghts,Cringila,Port Kembla North,Port Kembla,Robertson,Lapstone,Glenbrook,Blaxland,Warrimoo,Valley Heights,Springwood,Faulconbridge,Linden,Woodford,Hazelbrook,Lawson,Bullaburra,Wentworth Falls,Leura,Katoomba,Medlow Bath,Blackheath,Mount Victoria,Bell,Zig Zag,Lithgow,Warabrook (University),Hawkesbury River,Wondabyne,Woy Woy,Koolewong,Tascott,Point Clare,Gosford,Narara,Niagara Park,Lisarow,Ourimbah,Tuggerah,Wyong,Warnervale,Wyee,Morisset,Dora Creek,Awaba,Fassifern,Booragul,Teralba,Cockle Creek,Cardiff,Kotara,Adamstown,Broadmeadow,Hamilton,Newcastle Interchange,Waratah,Sandgate,Hexham,Tarro,Beresfield,Thornton,Victoria Street,East Maitland,High Street,Maitland,Telarah,Mindaribba,Paterson,Martins Creek,Hilldale,Wallarobba,Wirragulla,Dungog,Lochinvar,Greta,Branxton,Singleton,Muswellbrook,Aberdeen,Scone,Metford,Green Square,Mascot,Domestic,International,Wolli Creek,Tallawong,Rouse Hill,Kellyville,Bella Vista,Norwest,Hills Showground,Castle Hill,Cherrybrook,Rydal,Tarana,Wallerawang,Mount Lambie,Meadow Flat,Yetholme,Raglan,Kelso,Bathurst Station,North Ryde,Macquarie Park,Macquarie University,Edmondson Park,Leppington,,
274,279010,Lithgow,155.78,158.99,158.99,158.99,158.99,158.99,158.99,158.99,160.41,162.39,154.47,153.28,152.66,151.11,150.29,149.52,148.73,147.38,146.34,145.16,144.05,143.04,141.46,143.86,139.20,140.97,142.50,143.80,144.93,146.28,147.10,147.60,145.05,147.14,148.69,151.87,154.92,156.87,158.70,162.75,165.62,167.70,167.70,136.52,138.73,140.46,141.99,144.02,156.06,156.98,158.49,160.00,161.59,162.76,163.58,164.77,165.89,166.84,167.97,169.27,170.20,171.43,173.52,175.87,177.88,179.43,183.88,186.29,191.90,199.55,205.81,179.78,181.08,182.65,184.66,186.75,187.96,159.50,158.21,157.29,155.92,154.39,152.82,151.60,150.73,149.62,147.37,145.52,143.97,161.79,163.26,164.53,165.79,167.81,168.95,170.54,168.71,167.08,165.49,164.02,161.20,137.13,135.14,134.40,133.24,132.58,130.67,129.06,127.52,125.85,123.69,120.98,117.23,114.84,111.88,108.30,106.63,103.11,100.68,98.31,123.56,126.27,129.58,132.13,135.51,138.77,141.16,143.45,146.85,146.85,145.72,146.87,148.88,150.51,151.51,152.48,153.74,155.64,157.71,159.22,160.89,161.73,164.06,161.38,162.09,163.09,164.12,165.37,167.28,168.63,170.26,171.56,172.85,174.08,172.56,170.63,169.56,168.68,167.25,166.18,168.03,170.00,173.00,176.98,181.12,175.88,178.36,186.35,198.27,207.60,216.60,229.60,245.60,249.60,252.60,259.60,205.60,209.60,212.60,218.60,225.60,231.60,269.60,275.60,284.60,290.60,298.60,306.60,338.60,209.11,212.40,215.68,217.45,219.38,221.74,223.39,225.30,227.09,228.68,230.15,231.19,232.54,234.47,236.08,237.27,241.47,244.75,248.23,256.48,258.35,263.82,266.56,270.70,272.33,281.69,294.00,306.53,239.42,240.67,242.06,243.44,281.16,92.17,88.69,84.30,81.49,78.37,76.08,72.82,68.98,65.46,62.34,59.76,58.09,53.16,48.19,45.86,39.95,35.10,29.04,18.64,5.10, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,230420,Warabrook (University),161.19,161.19,157.98,161.19,161.19,161.19,161.19,161.19,162.61,164.59,162.50,163.69,164.31,163.93,163.11,162.34,161.55,160.20,159.16,157.98,156.87,157.88,159.46,161.86,161.72,163.49,165.02,166.32,167.45,168.80,169.62,171.04,173.59,175.68,177.23,180.41,183.46,185.41,187.24,191.29,194.16,196.24,196.24,168.64,170.85,172.58,174.11,174.62,164.09,165.01,166.52,168.03,169.62,170.79,171.61,172.80,173.92,174.87,176.00,177.30,178.23,179.46,181.55,183.90,185.91,187.46,191.91,194.32,199.93,207.58,213.84,187.81,189.11,190.68,192.69,194.78,195.99,167.77,169.06,169.98,171.35,172.88,174.45,174.12,173.25,172.14,169.89,168.04,166.49,169.82,171.29,172.56,173.82,175.84,176.98,178.69,180.52,182.15,183.74,185.21,188.03,163.79,165.78,166.52,167.68,168.34,170.25,171.86,173.40,175.07,177.23,179.94,183.69,186.08,189.04,192.62,194.29,197.81,200.24,202.61,182.52,185.23,188.54,191.09,194.47,197.73,200.12,202.41,205.81,205.81,155.20,154.05,152.04,150.41,149.41,148.44,147.18,145.28,143.21,141.70,140.03,139.19,136.86,155.59,154.88,153.88,152.85,151.60,149.69,148.34,146.71,145.41,144.12,142.89,141.12,139.19,138.12,137.24,135.81,134.74,132.89,130.92,127.92,123.94,119.80,204.42,206.90,214.89,226.81,236.14,245.14,258.14,274.14,278.14,281.14,288.14,234.14,238.14,241.14,247.14,254.14,260.14,298.14,304.14,313.14,319.14,327.14,335.14,367.14,217.14,220.43,223.71,225.48,227.41,229.77,231.42,233.33,235.12,236.71,238.18,239.22,240.57,242.50,244.11,245.30,249.50,252.78,256.26,264.51,266.38,271.85,274.59,278.73,280.36,289.72,302.03,314.56,247.45,248.70,250.09,251.47,289.19,208.75,212.23,216.62,219.43,222.55,224.84,228.10,231.94,235.46,238.58,241.16,242.83,247.76,252.73,255.06,260.97,265.82,271.88,282.28,295.82,300.92, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,208310,Hawkesbury River,49.96,49.96,46.75,49.96,49.96,49.96,49.96,49.96,51.38,53.36,51.27,52.46,53.08,52.70,51.88,51.11,50.32,48.97,47.93,46.75,45.64,46.65,48.23,50.63,50.49,52.26,53.79,55.09,56.22,57.57,58.39,59.81,62.36,64.45,66.00,69.18,72.23,74.18,76.01,80.06,82.93,85.01,85.01,57.41,59.62,61.35,62.88,63.39,52.86,53.78,55.29,56.80,58.39,59.56,60.38,61.57,62.69,63.64,64.77,66.07,67.00,68.23,70.32,72.67,74.68,76.23,80.68,83.09,88.70,96.35,102.61,76.58,77.88,79.45,81.46,83.55,84.76,56.54,57.83,58.75,60.12,61.65,63.22,62.89,62.02,60.91,58.66,56.81,55.26,58.59,60.06,61.33,62.59,64.61,65.75,67.46,69.29,70.92,72.51,73.98,76.80,52.56,54.55,55.29,56.45,57.11,59.02,60.63,62.17,63.84,66.00,68.71,72.46,74.85,77.81,81.39,83.06,86.58,89.01,91.38,71.29,74.00,77.31,79.86,83.24,86.50,88.89,91.18,94.58,94.58,43.97,42.82,40.81,39.18,38.18,37.21,35.95,34.05,31.98,30.47,28.80,27.96,25.63,44.36,43.65,42.65,41.62,40.37,38.46,37.11,35.48,34.18,32.89,31.66,29.89,27.96,26.89,26.01,24.58,23.51,21.66,19.69,16.69,12.71,8.57,93.19,95.67,103.66,115.58,124.91,133.91,146.91,162.91,166.91,169.91,176.91,122.91,126.91,129.91,135.91,142.91,148.91,186.91,192.91,201.91,207.91,215.91,223.91,255.91,105.91,109.20,112.48,114.25,116.18,118.54,120.19,122.10,123.89,125.48,126.95,127.99,129.34,131.27,132.88,134.07,138.27,141.55,145.03,153.28,155.15,160.62,163.36,167.50,169.13,178.49,190.80,203.33,136.22,137.47,138.86,140.24,177.96,97.52,101.00,105.39,108.20,111.32,113.61,116.87,120.71,124.23,127.35,129.93,131.60,136.53,141.50,143.83,149.74,154.59,160.65,171.05,184.59,189.69,111.23, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,225010,Wondabyne,57.75,57.75,54.54,57.75,57.75,57.75,57.75,57.75,59.17,61.15,59.06,60.25,60.87,60.49,59.67,58.90,58.11,56.76,55.72,54.54,53.43,54.44,56.02,58.42,58.28,60.05,61.58,62.88,64.01,65.36,66.18,67.60,70.15,72.24,73.79,76.97,80.02,81.97,83.80,87.85,90.72,92.80,92.80,65.20,67.41,69.14,70.67,71.18,60.65,61.57,63.08,64.59,66.18,67.35,68.17,69.36,70.48,71.43,72.56,73.86,74.79,76.02,78.11,80.46,82.47,84.02,88.47,90.88,96.49,104.14,110.40,84.37,85.67,87.24,89.25,91.34,92.55,64.33,65.62,66.54,67.91,69.44,71.01,70.68,69.81,68.70,66.45,64.60,63.05,66.38,67.85,69.12,70.38,72.40,73.54,75.25,77.08,78.71,80.30,81.77,84.59,60.35,62.34,63.08,64.24,64.90,66.81,68.42,69.96,71.63,73.79,76.50,80.25,82.64,85.60,89.18,90.85,94.37,96.80,99.17,79.08,81.79,85.10,87.65,91.03,94.29,96.68,98.97,102.37,102.37,51.76,50.61,48.60,46.97,45.97,45.00,43.74,41.84,39.77,38.26,36.59,35.75,33.42,52.15,51.44,50.44,49.41,48.16,46.25,44.90,43.27,41.97,40.68,39.45,37.68,35.75,34.68,33.80,32.37,31.30,29.45,27.48,24.48,20.50,16.36,100.98,103.46,111.45,123.37,132.70,141.70,154.70,170.70,174.70,177.70,184.70,130.70,134.70,137.70,143.70,150.70,156.70,194.70,200.70,209.70,215.70,223.70,231.70,263.70,113.70,116.99,120.27,122.04,123.97,126.33,127.98,129.89,131.68,133.27,134.74,135.78,137.13,139.06,140.67,141.86,146.06,149.34,152.82,161.07,162.94,168.41,171.15,175.29,176.92,186.28,198.59,211.12,144.01,145.26,146.65,148.03,185.75,105.31,108.79,113.18,115.99,119.11,121.40,124.66,128.50,132.02,135.14,137.72,139.39,144.32,149.29,151.62,157.53,162.38,168.44,178.84,192.38,197.48,103.44,7.79, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,225610,Woy Woy,65.19,65.19,61.98,65.19,65.19,65.19,65.19,65.19,66.61,68.59,66.50,67.69,68.31,67.93,67.11,66.34,65.55,64.20,63.16,61.98,60.87,61.88,63.46,65.86,65.72,67.49,69.02,70.32,71.45,72.80,73.62,75.04,77.59,79.68,81.23,84.41,87.46,89.41,91.24,95.29,98.16,100.24,100.24,72.64,74.85,76.58,78.11,78.62,68.09,69.01,70.52,72.03,73.62,74.79,75.61,76.80,77.92,78.87,80.00,81.30,82.23,83.46,85.55,87.90,89.91,91.46,95.91,98.32,103.93,111.58,117.84,91.81,93.11,94.68,96.69,98.78,99.99,71.77,73.06,73.98,75.35,76.88,78.45,78.12,77.25,76.14,73.89,72.04,70.49,73.82,75.29,76.56,77.82,79.84,80.98,82.69,84.52,86.15,87.74,89.21,92.03,67.79,69.78,70.52,71.68,72.34,74.25,75.86,77.40,79.07,81.23,83.94,87.69,90.08,93.04,96.62,98.29,101.81,104.24,106.61,86.52,89.23,92.54,95.09,98.47,101.73,104.12,106.41,109.81,109.81,59.20,58.05,56.04,54.41,53.41,52.44,51.18,49.28,47.21,45.70,44.03,43.19,40.86,59.59,58.88,57.88,56.85,55.60,53.69,52.34,50.71,49.41,48.12,46.89,45.12,43.19,42.12,41.24,39.81,38.74,36.89,34.92,31.92,27.94,23.80,108.42,110.90,118.89,130.81,140.14,149.14,162.14,178.14,182.14,185.14,192.14,138.14,142.14,145.14,151.14,158.14,164.14,202.14,208.14,217.14,223.14,231.14,239.14,271.14,121.14,124.43,127.71,129.48,131.41,133.77,135.42,137.33,139.12,140.71,142.18,143.22,144.57,146.50,148.11,149.30,153.50,156.78,160.26,168.51,170.38,175.85,178.59,182.73,184.36,193.72,206.03,218.56,151.45,152.70,154.09,155.47,193.19,112.75,116.23,120.62,123.43,126.55,128.84,132.10,135.94,139.46,142.58,145.16,146.83,151.76,156.73,159.06,164.97,169.82,175.88,186.28,199.82,204.92,96.00,15.23,7.44, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,225620,Koolewong,67.42,67.42,64.21,67.42,67.42,67.42,67.42,67.42,68.84,70.82,68.73,69.92,70.54,70.16,69.34,68.57,67.78,66.43,65.39,64.21,63.10,64.11,65.69,68.09,67.95,69.72,71.25,72.55,73.68,75.03,75.85,77.27,79.82,81.91,83.46,86.64,89.69,91.64,93.47,97.52,100.39,102.47,102.47,74.87,77.08,78.81,80.34,80.85,70.32,71.24,72.75,74.26,75.85,77.02,77.84,79.03,80.15,81.10,82.23,83.53,84.46,85.69,87.78,90.13,92.14,93.69,98.14,100.55,106.16,113.81,120.07,94.04,95.34,96.91,98.92,101.01,102.22,74.00,75.29,76.21,77.58,79.11,80.68,80.35,79.48,78.37,76.12,74.27,72.72,76.05,77.52,78.79,80.05,82.07,83.21,84.92,86.75,88.38,89.97,91.44,94.26,70.02,72.01,72.75,73.91,74.57,76.48,78.09,79.63,81.30,83.46,86.17,89.92,92.31,95.27,98.85,100.52,104.04,106.47,108.84,88.75,91.46,94.77,97.32,100.70,103.96,106.35,108.64,112.04,112.04,61.43,60.28,58.27,56.64,55.64,54.67,53.41,51.51,49.44,47.93,46.26,45.42,43.09,61.82,61.11,60.11,59.08,57.83,55.92,54.57,52.94,51.64,50.35,49.12,47.35,45.42,44.35,43.47,42.04,40.97,39.12,37.15,34.15,30.17,26.03,110.65,113.13,121.12,133.04,142.37,151.37,164.37,180.37,184.37,187.37,194.37,140.37,144.37,147.37,153.37,160.37,166.37,204.37,210.37,219.37,225.37,233.37,241.37,273.37,123.37,126.66,129.94,131.71,133.64,136.00,137.65,139.56,141.35,142.94,144.41,145.45,146.80,148.73,150.34,151.53,155.73,159.01,162.49,170.74,172.61,178.08,180.82,184.96,186.59,195.95,208.26,220.79,153.68,154.93,156.32,157.70,195.42,114.98,118.46,122.85,125.66,128.78,131.07,134.33,138.17,141.69,144.81,147.39,149.06,153.99,158.96,161.29,167.20,172.05,178.11,188.51,202.05,207.15,93.77,17.46,9.67,2.23, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,225020,Tascott,69.50,69.50,66.29,69.50,69.50,69.50,69.50,69.50,70.92,72.90,70.81,72.00,72.62,72.24,71.42,70.65,69.86,68.51,67.47,66.29,65.18,66.19,67.77,70.17,70.03,71.80,73.33,74.63,75.76,77.11,77.93,79.35,81.90,83.99,85.54,88.72,91.77,93.72,95.55,99.60,102.47,104.55,104.55,76.95,79.16,80.89,82.42,82.93,72.40,73.32,74.83,76.34,77.93,79.10,79.92,81.11,82.23,83.18,84.31,85.61,86.54,87.77,89.86,92.21,94.22,95.77,100.22,102.63,108.24,115.89,122.15,96.12,97.42,98.99,101.00,103.09,104.30,76.08,77.37,78.29,79.66,81.19,82.76,82.43,81.56,80.45,78.20,76.35,74.80,78.13,79.60,80.87,82.13,84.15,85.29,87.00,88.83,90.46,92.05,93.52,96.34,72.10,74.09,74.83,75.99,76.65,78.56,80.17,81.71,83.38,85.54,88.25,92.00,94.39,97.35,100.93,102.60,106.12,108.55,110.92,90.83,93.54,96.85,99.40,102.78,106.04,108.43,110.72,114.12,114.12,63.51,62.36,60.35,58.72,57.72,56.75,55.49,53.59,51.52,50.01,48.34,47.50,45.17,63.90,63.19,62.19,61.16,59.91,58.00,56.65,55.02,53.72,52.43,51.20,49.43,47.50,46.43,45.55,44.12,43.05,41.20,39.23,36.23,32.25,28.11,112.73,115.21,123.20,135.12,144.45,153.45,166.45,182.45,186.45,189.45,196.45,142.45,146.45,149.45,155.45,162.45,168.45,206.45,212.45,221.45,227.45,235.45,243.45,275.45,125.45,128.74,132.02,133.79,135.72,138.08,139.73,141.64,143.43,145.02,146.49,147.53,148.88,150.81,152.42,153.61,157.81,161.09,164.57,172.82,174.69,180.16,182.90,187.04,188.67,198.03,210.34,222.87,155.76,157.01,158.40,159.78,197.50,117.06,120.54,124.93,127.74,130.86,133.15,136.41,140.25,143.77,146.89,149.47,151.14,156.07,161.04,163.37,169.28,174.13,180.19,190.59,204.13,209.23,91.69,19.54,11.75,4.31,2.08, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,225030,Point Clare,70.64,70.64,67.43,70.64,70.64,70.64,70.64,70.64,72.06,74.04,71.95,73.14,73.76,73.38,72.56,71.79,71.00,69.65,68.61,67.43,66.32,67.33,68.91,71.31,71.17,72.94,74.47,75.77,76.90,78.25,79.07,80.49,83.04,85.13,86.68,89.86,92.91,94.86,96.69,100.74,103.61,105.69,105.69,78.09,80.30,82.03,83.56,84.07,73.54,74.46,75.97,77.48,79.07,80.24,81.06,82.25,83.37,84.32,85.45,86.75,87.68,88.91,91.00,93.35,95.36,96.91,101.36,103.77,109.38,117.03,123.29,97.26,98.56,100.13,102.14,104.23,105.44,77.22,78.51,79.43,80.80,82.33,83.90,83.57,82.70,81.59,79.34,77.49,75.94,79.27,80.74,82.01,83.27,85.29,86.43,88.14,89.97,91.60,93.19,94.66,97.48,73.24,75.23,75.97,77.13,77.79,79.70,81.31,82.85,84.52,86.68,89.39,93.14,95.53,98.49,102.07,103.74,107.26,109.69,112.06,91.97,94.68,97.99,100.54,103.92,107.18,109.57,111.86,115.26,115.26,64.65,63.50,61.49,59.86,58.86,57.89,56.63,54.73,52.66,51.15,49.48,48.64,46.31,65.04,64.33,63.33,62.30,61.05,59.14,57.79,56.16,54.86,53.57,52.34,50.57,48.64,47.57,46.69,45.26,44.19,42.34,40.37,37.37,33.39,29.25,113.87,116.35,124.34,136.26,145.59,154.59,167.59,183.59,187.59,190.59,197.59,143.59,147.59,150.59,156.59,163.59,169.59,207.59,213.59,222.59,228.59,236.59,244.59,276.59,126.59,129.88,133.16,134.93,136.86,139.22,140.87,142.78,144.57,146.16,147.63,148.67,150.02,151.95,153.56,154.75,158.95,162.23,165.71,173.96,175.83,181.30,184.04,188.18,189.81,199.17,211.48,224.01,156.90,158.15,159.54,160.92,198.64,118.20,121.68,126.07,128.88,132.00,134.29,137.55,141.39,144.91,148.03,150.61,152.28,157.21,162.18,164.51,170.42,175.27,181.33,191.73,205.27,210.37,90.55,20.68,12.89,5.45,3.22,1.14, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,225040,Gosford,73.50,73.50,70.29,73.50,73.50,73.50,73.50,73.50,74.92,76.90,74.81,76.00,76.62,76.24,75.42,74.65,73.86,72.51,71.47,70.29,69.18,70.19,71.77,74.17,74.03,75.80,77.33,78.63,79.76,81.11,81.93,83.35,85.90,87.99,89.54,92.72,95.77,97.72,99.55,103.60,106.47,108.55,108.55,80.95,83.16,84.89,86.42,86.93,76.40,77.32,78.83,80.34,81.93,83.10,83.92,85.11,86.23,87.18,88.31,89.61,90.54,91.77,93.86,96.21,98.22,99.77,104.22,106.63,112.24,119.89,126.15,100.12,101.42,102.99,105.00,107.09,108.30,80.08,81.37,82.29,83.66,85.19,86.76,86.43,85.56,84.45,82.20,80.35,78.80,82.13,83.60,84.87,86.13,88.15,89.29,91.00,92.83,94.46,96.05,97.52,100.34,76.10,78.09,78.83,79.99,80.65,82.56,84.17,85.71,87.38,89.54,92.25,96.00,98.39,101.35,104.93,106.60,110.12,112.55,114.92,94.83,97.54,100.85,103.40,106.78,110.04,112.43,114.72,118.12,118.12,67.51,66.36,64.35,62.72,61.72,60.75,59.49,57.59,55.52,54.01,52.34,51.50,49.17,67.90,67.19,66.19,65.16,63.91,62.00,60.65,59.02,57.72,56.43,55.20,53.43,51.50,50.43,49.55,48.12,47.05,45.20,43.23,40.23,36.25,32.11,116.73,119.21,127.20,139.12,148.45,157.45,170.45,186.45,190.45,193.45,200.45,146.45,150.45,153.45,159.45,166.45,172.45,210.45,216.45,225.45,231.45,239.45,247.45,279.45,129.45,132.74,136.02,137.79,139.72,142.08,143.73,145.64,147.43,149.02,150.49,151.53,152.88,154.81,156.42,157.61,161.81,165.09,168.57,176.82,178.69,184.16,186.90,191.04,192.67,202.03,214.34,226.87,159.76,161.01,162.40,163.78,201.50,121.06,124.54,128.93,131.74,134.86,137.15,140.41,144.25,147.77,150.89,153.47,155.14,160.07,165.04,167.37,173.28,178.13,184.19,194.59,208.13,213.23,87.69,23.54,15.75,8.31,6.08,4.00,2.86, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2250772,Narara,77.18,77.18,73.97,77.18,77.18,77.18,77.18,77.18,78.60,80.58,78.49,79.68,80.30,79.92,79.10,78.33,77.54,76.19,75.15,73.97,72.86,73.87,75.45,77.85,77.71,79.48,81.01,82.31,83.44,84.79,85.61,87.03,89.58,91.67,93.22,96.40,99.45,101.40,103.23,107.28,110.15,112.23,112.23,84.63,86.84,88.57,90.10,90.61,80.08,81.00,82.51,84.02,85.61,86.78,87.60,88.79,89.91,90.86,91.99,93.29,94.22,95.45,97.54,99.89,101.90,103.45,107.90,110.31,115.92,123.57,129.83,103.80,105.10,106.67,108.68,110.77,111.98,83.76,85.05,85.97,87.34,88.87,90.44,90.11,89.24,88.13,85.88,84.03,82.48,85.81,87.28,88.55,89.81,91.83,92.97,94.68,96.51,98.14,99.73,101.20,104.02,79.78,81.77,82.51,83.67,84.33,86.24,87.85,89.39,91.06,93.22,95.93,99.68,102.07,105.03,108.61,110.28,113.80,116.23,118.60,98.51,101.22,104.53,107.08,110.46,113.72,116.11,118.40,121.80,121.80,71.19,70.04,68.03,66.40,65.40,64.43,63.17,61.27,59.20,57.69,56.02,55.18,52.85,71.58,70.87,69.87,68.84,67.59,65.68,64.33,62.70,61.40,60.11,58.88,57.11,55.18,54.11,53.23,51.80,50.73,48.88,46.91,43.91,39.93,35.79,120.41,122.89,130.88,142.80,152.13,161.13,174.13,190.13,194.13,197.13,204.13,150.13,154.13,157.13,163.13,170.13,176.13,214.13,220.13,229.13,235.13,243.13,251.13,283.13,133.13,136.42,139.70,141.47,143.40,145.76,147.41,149.32,151.11,152.70,154.17,155.21,156.56,158.49,160.10,161.29,165.49,168.77,172.25,180.50,182.37,187.84,190.58,194.72,196.35,205.71,218.02,230.55,163.44,164.69,166.08,167.46,205.18,124.74,128.22,132.61,135.42,138.54,140.83,144.09,147.93,151.45,154.57,157.15,158.82,163.75,168.72,171.05,176.96,181.81,187.87,198.27,211.81,216.91,84.01,27.22,19.43,11.99,9.76,7.68,6.54,3.68, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,225060,Niagara Park,78.79,78.79,75.58,78.79,78.79,78.79,78.79,78.79,80.21,82.19,80.10,81.29,81.91,81.53,80.71,79.94,79.15,77.80,76.76,75.58,74.47,75.48,77.06,79.46,79.32,81.09,82.62,83.92,85.05,86.40,87.22,88.64,91.19,93.28,94.83,98.01,101.06,103.01,104.84,108.89,111.76,113.84,113.84,86.24,88.45,90.18,91.71,92.22,81.69,82.61,84.12,85.63,87.22,88.39,89.21,90.40,91.52,92.47,93.60,94.90,95.83,97.06,99.15,101.50,103.51,105.06,109.51,111.92,117.53,125.18,131.44,105.41,106.71,108.28,110.29,112.38,113.59,85.37,86.66,87.58,88.95,90.48,92.05,91.72,90.85,89.74,87.49,85.64,84.09,87.42,88.89,90.16,91.42,93.44,94.58,96.29,98.12,99.75,101.34,102.81,105.63,81.39,83.38,84.12,85.28,85.94,87.85,89.46,91.00,92.67,94.83,97.54,101.29,103.68,106.64,110.22,111.89,115.41,117.84,120.21,100.12,102.83,106.14,108.69,112.07,115.33,117.72,120.01,123.41,123.41,72.80,71.65,69.64,68.01,67.01,66.04,64.78,62.88,60.81,59.30,57.63,56.79,54.46,73.19,72.48,71.48,70.45,69.20,67.29,65.94,64.31,63.01,61.72,60.49,58.72,56.79,55.72,54.84,53.41,52.34,50.49,48.52,45.52,41.54,37.40,122.02,124.50,132.49,144.41,153.74,162.74,175.74,191.74,195.74,198.74,205.74,151.74,155.74,158.74,164.74,171.74,177.74,215.74,221.74,230.74,236.74,244.74,252.74,284.74,134.74,138.03,141.31,143.08,145.01,147.37,149.02,150.93,152.72,154.31,155.78,156.82,158.17,160.10,161.71,162.90,167.10,170.38,173.86,182.11,183.98,189.45,192.19,196.33,197.96,207.32,219.63,232.16,165.05,166.30,167.69,169.07,206.79,126.35,129.83,134.22,137.03,140.15,142.44,145.70,149.54,153.06,156.18,158.76,160.43,165.36,170.33,172.66,178.57,183.42,189.48,199.88,213.42,218.52,82.40,28.83,21.04,13.60,11.37,9.29,8.15,5.29,1.61, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
